path	US10_size
gametext/Sequences/663_Spanish.bin	6432
gametext/Sequences/664_German.bin	3828
gametext/Sequences/664_Italian.bin	3628
gametext/Sequences/664_Spanish.bin	3756
gametext/Sequences/66_English.bin	4312
gametext/Sequences/66_French.bin	6908
gametext/Sequences/66_German.bin	5700
gametext/Sequences/66_Italian.bin	5984
gametext/Sequences/66_Japanese.bin	20132
gametext/Sequences/66_Spanish.bin	6292
gametext/Sequences/672_English.bin	2604
gametext/Sequences/672_French.bin	3048
gametext/Sequences/672_German.bin	3008
gametext/Sequences/672_Italian.bin	2444
gametext/Sequences/672_Japanese.bin	12644
gametext/Sequences/672_Spanish.bin	4100
gametext/Sequences/67_German.bin	2932
gametext/Sequences/67_Italian.bin	2508
gametext/Sequences/67_Spanish.bin	2544
gametext/Sequences/692_English.bin	4648
gametext/Sequences/692_French.bin	8052
gametext/Sequences/692_German.bin	7512
gametext/Sequences/692_Italian.bin	5176
gametext/Sequences/692_Japanese.bin	31516
gametext/Sequences/692_Spanish.bin	7320
gametext/Sequences/697_English.bin	3700
gametext/Sequences/697_French.bin	5664
gametext/Sequences/697_German.bin	4168
gametext/Sequences/697_Italian.bin	4124
gametext/Sequences/697_Japanese.bin	17632
gametext/Sequences/697_Spanish.bin	4192
gametext/Sequences/698_English.bin	3836
gametext/Sequences/698_French.bin	6628
gametext/Sequences/698_German.bin	6280
gametext/Sequences/698_Italian.bin	5792
gametext/Sequences/698_Japanese.bin	13724
gametext/Sequences/698_Spanish.bin	4396
gametext/Sequences/6_German.bin	6992
gametext/Sequences/6_Italian.bin	5796
gametext/Sequences/6_Spanish.bin	6512
gametext/Sequences/72_German.bin	4120
gametext/Sequences/72_Italian.bin	3632
gametext/Sequences/72_Spanish.bin	5336
gametext/Sequences/753_English.bin	2052
gametext/Sequences/753_French.bin	2388
gametext/Sequences/753_German.bin	1840
gametext/Sequences/753_Italian.bin	1616
gametext/Sequences/753_Japanese.bin	3864
gametext/Sequences/753_Spanish.bin	3144
gametext/Sequences/754_English.bin	2184
gametext/Sequences/754_French.bin	2260
gametext/Sequences/754_German.bin	2036
gametext/Sequences/754_Italian.bin	2056
gametext/Sequences/754_Japanese.bin	5628
gametext/Sequences/754_Spanish.bin	2388
gametext/Sequences/755_English.bin	7532
gametext/Sequences/755_French.bin	12916
gametext/Sequences/755_German.bin	12608
gametext/Sequences/755_Italian.bin	8196
gametext/Sequences/755_Japanese.bin	31756
gametext/Sequences/755_Spanish.bin	12600
gametext/Sequences/756_English.bin	1212
gametext/Sequences/756_French.bin	1560
gametext/Sequences/756_German.bin	1196
gametext/Sequences/756_Italian.bin	1372
gametext/Sequences/756_Japanese.bin	1364
gametext/Sequences/756_Spanish.bin	1396
gametext/Sequences/757_English.bin	3240
gametext/Sequences/757_French.bin	3296
gametext/Sequences/757_German.bin	3336
gametext/Sequences/757_Italian.bin	3012
gametext/Sequences/757_Japanese.bin	13408
gametext/Sequences/757_Spanish.bin	2932
gametext/Sequences/75_English.bin	5704
gametext/Sequences/75_French.bin	12772
gametext/Sequences/75_German.bin	8444
gametext/Sequences/75_Italian.bin	10420
gametext/Sequences/75_Japanese.bin	32268
gametext/Sequences/75_Spanish.bin	12588
gametext/Sequences/764_German.bin	6336
gametext/Sequences/764_Italian.bin	5820
gametext/Sequences/764_Spanish.bin	5904
gametext/Sequences/86_English.bin	5344
gametext/Sequences/86_French.bin	5576
gametext/Sequences/86_German.bin	4092
gametext/Sequences/86_Italian.bin	3256
gametext/Sequences/86_Japanese.bin	19828
gametext/Sequences/86_Spanish.bin	5832
gametext/Sequences/90_German.bin	2992
gametext/Sequences/90_Italian.bin	2620
gametext/Sequences/90_Spanish.bin	2836
gametext/Sequences/95_English.bin	4384
gametext/Sequences/95_French.bin	7644
gametext/Sequences/95_German.bin	5028
gametext/Sequences/95_Italian.bin	4736
gametext/Sequences/95_Japanese.bin	24364
gametext/Sequences/95_Spanish.bin	6696
gametext/Sequences/9_English.bin	2540
gametext/Sequences/9_French.bin	2984
gametext/Sequences/9_German.bin	2716
gametext/Sequences/9_Italian.bin	2612
gametext/Sequences/9_Japanese.bin	13064
gametext/Sequences/9_Spanish.bin	4144
goldplains.romlist.zlb	55
gpshrine.romlist.zlb	3264
greatfox.romlist.zlb	1408
greatfoxworld.romlist.zlb	55
hightop.romlist.zlb	64
hollow.romlist.zlb	24416
hollow2.romlist.zlb	4672
imspacecraft.romlist.zlb	288
insidegal.romlist.zlb	64
KamColumn.romlist.zlb	64
kamdrag.romlist.zlb	64
krashrin2.romlist.zlb	64
krazchamber.romlist.zlb	64
krazoapalace.romlist.zlb	1056
kraztest.romlist.zlb	10464
linka.romlist.zlb	224
linkb.romlist.zlb	3648
linkc.romlist.zlb	3488
linkd.romlist.zlb	832
linke.romlist.zlb	2880
linkf.romlist.zlb	6912
linkg.romlist.zlb	4128
linkh.romlist.zlb	4224
linki.romlist.zlb	928
linkj.romlist.zlb	3584
linklevel.romlist.zlb	160
magicave.romlist.zlb	2880
mazecave.romlist.zlb	1568
mikelava.romlist.zlb	64
mmshrine.romlist.zlb	3136
moonpass.romlist.zlb	23232
newicemount.romlist.zlb	16512
newicemount2.romlist.zlb	1280
newicemount3.romlist.zlb	1888
nwboulder.romlist.zlb	64
nwshcolpush.romlist.zlb	64
nwshrine.romlist.zlb	800
nwtreebridge.romlist.zlb	64
nwtreebridge2.romlist.zlb	64
opening.bnr	6496
openingEU.bnr	6496
openingJP.bnr	6496
openingUS.bnr	6496
savegame/save1.bin	3952
savegame/save2.bin	1772
savegame/save3.bin	1772
savegame/save4.bin	1772
savegame/save5.bin	1772
scstatue.romlist.zlb	96
shlily.romlist.zlb	64
snowmines.romlist.zlb	30912
snowmines2.romlist.zlb	18976
snowmines3.romlist.zlb	1920
snowmines4.romlist.zlb	128
snowmines5.romlist.zlb	64
streams/AN/an1301.adp	1441792
streams/AN/an1353.adp	491520
streams/AN/an1361.adp	4096000
streams/CC/caplight.adp	2162688
streams/CC/cc1276.adp	589824
streams/CC/cc169.adp	720896
streams/CC/cc206.adp	1114112
streams/CC/cc305.adp	360448
streams/CC/cc358.adp	327680
streams/CC/cc361.adp	229376
streams/CC/cc763.adp	393216
streams/CC/qincage.adp	917504
streams/CR/cr517.adp	1769472
streams/CR/cr518.adp	294912
streams/CR/cr862.adp	425984
streams/CRF/bpowRm.adp	425984
streams/CRF/crf1124.adp	360448
streams/CRF/crf1132.adp	1146880
streams/CRF/crf1143.adp	2129920
streams/CRF/crf1146.adp	1212416
streams/CRF/crf1156.adp	262144
streams/CRF/crf1260.adp	196608
streams/CRF/crf471.adp	2064384
streams/CRF/crf475.adp	819200
streams/CRF/crf65.adp	3670016
streams/CRF/crf68.adp	1179648
streams/CRF/crf69.adp	1081344
streams/CRF/crf728.adp	360448
streams/CRF/crf75.adp	1015808
streams/CRF/crf84.adp	229376
streams/CRF/crf87.adp	1048576
streams/CRF/quencld.adp	360448
streams/DB/db918.adp	2031616
streams/DB/db919.adp	1376256
streams/DFS/failed.adp	655360
streams/DFS/placespirit.adp	1671168
streams/DIM/bridge.adp	720896
streams/DIM/chest.adp	425984
streams/DIM/dim1330.adp	1376256
streams/DIM/dim1389.adp	294912
streams/DIM/dim348.adp	1769472
streams/DIM/dim349.adp	589824
streams/DIM/dim350.adp	720896
streams/DIM/dim351.adp	1507328
streams/DIM/dim406.adp	327680
streams/DIM/dim407.adp	327680
streams/DIM/dim408.adp	360448
streams/DIM/dim469.adp	720896
streams/DIM/dim578.adp	589824
streams/DIM/entermin.adp	491520
streams/DIM/feed.adp	1736704
streams/DIM/flame.adp	2031616
streams/DIM/foxgun.adp	1146880
streams/DIM/frees.adp	2064384
streams/DIM/hungmam2.adp	753664
streams/DIM/hungmam3.adp	491520
streams/DIM/hungmam4.adp	589824
streams/DIM/losttric.adp	393216
streams/DIM/meet.adp	4587520
streams/DIM/meltice.adp	1441792
streams/DIM/onbike.adp	229376
streams/DIM/platform.adp	425984
streams/DIM/rescue.adp	655360
streams/DIM/reunited.adp	1179648
streams/DIM/smashgat.adp	1540096
streams/DIM/startice.adp	786432
streams/DIM/vanished.adp	622592
streams/DR/ctalk1.adp	65536
streams/DR/ctalk2.adp	98304
streams/DR/ctalk3.adp	98304
streams/DR/dr1436.adp	2949120
streams/DR/dr804.adp	1769472
streams/DR/dr823.adp	1245184
streams/DR/dr824.adp	1277952
streams/DR/dr825.adp	1015808
streams/DR/dr826.adp	786432
streams/DR/dr858.adp	1277952
streams/DR/dr904.adp	720896
streams/DR/dr917.adp	655360
streams/DR/dr934.adp	163840
streams/GF/gf1258.adp	7208960
streams/GNR/gnr1423.adp	12124160
streams/GNR/gnr63.adp	786432
streams/GNR/gnrdeath.adp	327680
streams/GNR/gnrlife.adp	327680
streams/IM/im533.adp	425984
streams/IM/im535.adp	458752
streams/KP/failed.adp	655360
streams/KP/foxown.adp	1277952
streams/KP/kp1270.adp	1146880
streams/KP/kp1271.adp	7077888
streams/KP/kp1318.adp	819200
streams/KP/kp1319.adp	557056
streams/KP/kp1320.adp	622592
streams/KP/kp1401.adp	1376256
streams/KP/kp266.adp	3342336
streams/KP/kp328.adp	884736
streams/KP/kp330.adp	3899392
streams/KP/kp737.adp	262144
streams/KP/shebeaut.adp	3145728
streams/LV/ctotem.adp	1114112
streams/LV/lcapture.adp	1572864
streams/LV/lstrength.adp	655360
streams/LV/luntie.adp	1507328
streams/LV/lv116.adp	589824
streams/LV/lv1331.adp	229376
streams/LV/lv1419.adp	393216
streams/LV/lv765.adp	884736
streams/LV/mommyrescue1.adp	262144
streams/LV/mommyrescue2.adp	196608
streams/LV/mommyrescue3.adp	196608
streams/LV/opmound.adp	688128
streams/LV/strength.adp	950272
streams/LV/totem.adp	589824
streams/LV/ttest.adp	3604480
streams/LV/wstrength.adp	851968
streams/MAP/brief13.adp	688128
streams/MAP/brief14.adp	851968
streams/MAP/brief15.adp	983040
streams/MAP/brief16.adp	786432
streams/MAP/brief17.adp	524288
streams/MMP/cometokp.adp	1507328
streams/MMP/mmp1159.adp	5832704
streams/MMP/mmp964.adp	1015808
streams/OFP/ofp1180.adp	2916352
streams/OFP/ofp1199.adp	589824
streams/OFP/ofp1410.adp	524288
streams/OFP/ofp1477.adp	1179648
streams/OFP/ofp846.adp	851968
streams/OFP/ofp882.adp	491520
streams/OFP/ofp953.adp	229376
streams/SW/getfrost.adp	1507328
streams/SW/heelcomm.adp	819200
streams/SW/shw1413.adp	163840
streams/SW/shw1414.adp	131072
streams/SW/shw1415.adp	196608
streams/SW/shw39.adp	1540096
streams/SW/shw94.adp	294912
streams/SW/tree2.adp	425984
streams/SW/treefall.adp	491520
streams/TREX/intro.adp	1966080
streams/TTH/beaclit.adp	1179648
streams/TTH/bloopded.adp	950272
streams/TTH/BloopFai.adp	393216
streams/TTH/crazth1.adp	950272
streams/TTH/crazth2.adp	458752
streams/TTH/fathgate.adp	3309568
streams/TTH/retwall.adp	1605632
streams/TTH/tth11.adp	393216
streams/TTH/tth128.adp	1277952
streams/TTH/tth1393.adp	1146880
streams/TTH/tth1422.adp	327680
streams/TTH/tth226.adp	229376
streams/TTH/tth227.adp	1015808
streams/TTH/tth243.adp	163840
streams/TTH/tth30.adp	1998848
streams/TTH/tth31.adp	4653056
streams/TTH/tth507.adp	393216
streams/TTH/tth73.adp	622592
streams/TTH/wellintr.adp	884736
streams/VFP/vfp1177.adp	2654208
streams/VFP/vfp1218.adp	557056
streams/VFP/vfp1409.adp	557056
streams/VFP/vfp1426.adp	491520
streams/VFP/vfp1429.adp	425984
streams/VFP/vfp709.adp	589824
streams/WC/tricbye1.adp	196608
streams/WC/tricbye2.adp	163840
streams/WC/wc10a.adp	131072
streams/WC/wc10b.adp	294912
streams/WC/wc10c.adp	262144
streams/WC/wc10d.adp	163840
streams/WC/wc10e.adp	163840
streams/WC/wc10f.adp	163840
streams/WC/wc1296.adp	1277952
streams/WC/wc1342.adp	2555904
streams/WC/wc1343.adp	163840
streams/WC/wc1344.adp	196608
streams/WC/wc1345.adp	131072
streams/WC/wc1346.adp	229376
streams/WC/wc1348.adp	2883584
streams/WC/wc1434.adp	2555904
streams/WC/wc1437.adp	229376
streams/WC/wc1438.adp	163840
streams/WC/wc1439.adp	196608
streams/WC/wc1440.adp	196608
streams/WC/wc1441.adp	229376
streams/WC/wc1442.adp	163840
streams/WC/wc1443.adp	262144
streams/WC/wc1444.adp	196608
streams/WC/wc1445.adp	196608
streams/WC/wc1446.adp	196608
streams/WC/wc1447.adp	262144
streams/WC/wc1448.adp	229376
streams/WC/wc1449.adp	196608
streams/WC/wc1450.adp	327680
streams/WC/wc1457.adp	360448
streams/WC/wc1458.adp	229376
streams/WC/wc1459.adp	262144
streams/WC/wc1460.adp	262144
streams/WC/wc1461.adp	163840
streams/WC/wc1462.adp	163840
streams/WC/wc1463.adp	196608
streams/WC/wc1464.adp	294912
streams/WC/wc1465.adp	229376
streams/WC/wc1466.adp	327680
streams/WC/wc1469.adp	393216
streams/WC/wc1470.adp	229376
streams/WC/wc1471.adp	425984
streams/WC/wc1472.adp	229376
streams/WC/wc372.adp	425984
streams/WC/wc974.adp	425984
streams/WC/wc977.adp	425984
streams/WC/wc979.adp	458752
swapcircle.romlist.zlb	21344
swapstore.romlist.zlb	2880
temple.romlist.zlb	23424
trexboss.romlist.zlb	7200
vfppushblock.romlist.zlb	96
vfpslide1.romlist.zlb	64
vfpslide2.romlist.zlb	96
wallcity.romlist.zlb	28576
warlock.romlist.zlb	14048
wastes.romlist.zlb	26208
wcbouncycrate.romlist.zlb	64
wcpushblock.romlist.zlb	64
wctemplelift.romlist.zlb	64
wgshrine.romlist.zlb	992
willow.romlist.zlb	64
wmcolrise.romlist.zlb	64
wminsert.romlist.zlb	128
